"uf","descricao"
"PB","SAO JOAO DO TIGRE"
"MG","ROCHEDO DE MINAS"
"BA","IGUAI"
"RS","SINIMBU"
"AL","PAULO JACINTO"
"MT","PEDRA PRETA"
"AM","ENVIRA"
"BA","MANOEL VITORINO"
"GO","NOVO PLANALTO"
"SP","VINHEDO"
"RS","COLORADO"
"BA","ITORORO"
"GO","BALIZA"
"AM","JUTAI"
"SP","SABINO"
"SC","LAJEADO GRANDE"
"MG","CACHOEIRA DA PRATA"
"BA","ANTAS"
"BA","FEIRA DA MATA"
"SP","IBITINGA"
"MT","QUERENCIA"
"PR","CAMPO LARGO"
"ES","LARANJA DA TERRA"
"AC","FEIJO"
"PE","TRACUNHAEM"
"BA","MAIRI"
"SC","TREZE DE MAIO"
"CE","OCARA"
"PR","PLANALTO"
"MA","PRESIDENTE SARNEY"
"RR","CANTA"
"PA","GARRAFAO DO NORTE"
"PA","SAO SEBASTIAO DA BOA VISTA"
"RJ","CARDOSO MOREIRA"
"PR","SANTA INES"
"PE","JATOBA"
"RJ","MIRACEMA"
"CE","DEPUTADO IRAPUAN PINHEIRO"
"MG","SAO JOSE DA BARRA"
"CE","SAO LUIS DO CURU"
"RS","LAGOA BONITA DO SUL"
"BA","ITAMARAJU"
"ES","AGUA DOCE DO NORTE"
"GO","MUNDO NOVO"
"SP","BIRITIBA-MIRIM"
"RS","SANANDUVA"
"MG","NANUQUE"
"CE","ACARAU"
"PI","JARDIM DO MULATO"
"MA","SAO JOSE DOS BASILIOS"
"PB","BOA VENTURA"
"SP","RIO GRANDE DA SERRA"
"SC","AGRONOMICA"
"RS","QUINZE DE NOVEMBRO"
"BA","SANTANA"
"RS","ACEGUA"
"RS","MATO CASTELHANO"
"PR","INDIANOPOLIS"
"BA","MUCUGE"
"RS","ESTEIO"
"MA","PAULO RAMOS"
"RS","ANTONIO PRADO"
"PR","SANTA ISABEL DO IVAI"
"PI","ALVORADA DO GURGUEIA"
"GO","ALVORADA DO NORTE"
"PI","NOVO ORIENTE DO PIAUI"
"RS","MARATA"
"BA","CANDIDO SALES"
"PI","SOCORRO DO PIAUI"
"SE","LAGARTO"
"TO","SAO SEBASTIAO DO TOCANTINS"
"AM","CAAPIRANGA"
"RN","SAO FERNANDO"
"BA","AMELIA RODRIGUES"
"CE","PACAJUS"
"RS","TUNAS"
"CE","JAGUARIBARA"
"CE","JIJOCA DE JERICOACOARA"
"MG","AIMORES"
"RN","RODOLFO FERNANDES"
"PR","ICARAIMA"
"SP","SILVEIRAS"
"PR","MOREIRA SALES"
"BA","ANAGE"
"PA","ANAJAS"
"MT","SANTO ANTONIO DO LESTE"
"SC","SANTA HELENA"
"PI","FRANCISCO SANTOS"
"PI","PAU D'ARCO DO PIAUI"
"GO","IPORA"
"MG","VARGEM BONITA"
"AL","BATALHA"
"PR","REBOUCAS"
"TO","RIO DOS BOIS"
"SP","BERTIOGA"
"SP","PRESIDENTE VENCESLAU"
"PR","PARANAVAI"
"PR","ENGENHEIRO BELTRAO"
"GO","JANDAIA"
"PR","SALGADO FILHO"
"PI","LAGOINHA DO PIAUI"
"PR","GODOY MOREIRA"
"PA","QUATIPURU"
"MG","JOANESIA"
"MS","JAPORA"
"SC","PAPANDUVA"
"MG","JORDANIA"
"MT","TORIXOREU"
"PI","BRASILEIRA"
"GO","CABECEIRAS"
"PI","OLHO D'AGUA DO PIAUI"
"PR","FAROL"
"GO","NOVO GAMA"
"PB","SANTA RITA"
"MG","ITANHANDU"
"BA","PALMAS DE MONTE ALTO"
"AL","CAMPESTRE"
"BA","MURITIBA"
"PB","DUAS ESTRADAS"
"RN","PATU"
"SC","IMBUIA"
"RS","TERRA DE AREIA"
"MT","SANTA CRUZ DO XINGU"
"MG","CONCEICAO DO MATO DENTRO"
"AM","MARAA"
"RN","FERNANDO PEDROZA"
"BA","NOVA CANAA"
"SP","SALTINHO"
"MA","NOVA COLINAS"
"RS","SANTO ANTONIO DA PATRULHA"
"PI","SIGEFREDO PACHECO"
"RJ","PARACAMBI"
"MG","PAPAGAIOS"
"SP","SUZANO"
"MG","IPATINGA"
"PI","SAO LUIS DO PIAUI"
"RR","UIRAMUTA"
"MG","JUIZ DE FORA"
"SC","IRANI"
"SC","CAPIVARI DE BAIXO"
"PI","IPIRANGA DO PIAUI"
"PI","BARRO DURO"
"MG","TUMIRITINGA"
"PA","TERRA SANTA"
"RS","BARRA DO RIBEIRO"
"PI","MARCOS PARENTE"
"MG","ITAMARANDIBA"
"RS","ALMIRANTE TAMANDARE DO SUL"
"SP","BRAUNA"
"PR","PRUDENTOPOLIS"
"BA","LAJEDO DO TABOCAL"
"AC","PORTO WALTER"
"MG","ALTO RIO DOCE"
"SP","ENGENHEIRO COELHO"
"SC","ANGELINA"
"MG","ESPERA FELIZ"
"MG","PAULA CANDIDO"
"SP","PARAIBUNA"
"AL","PIACABUCU"
"AL","MARAVILHA"
"BA","RIBEIRA DO POMBAL"
"MG","MONTALVANIA"
"PI","FARTURA DO PIAUI"
"PR","SAO MANOEL DO PARANA"
"RO","PARECIS"
"MG","CURRAL DE DENTRO"
"SP","PAULICEIA"
"SC","LAGES"
"PB","SALGADO DE SAO FELIX"
"TO","ALMAS"
"TO","DARCINOPOLIS"
"TO","FATIMA"
"MG","CONGONHAL"
"BA","CURACA"
"SP","TORRE DE PEDRA"
"BA","BANZAE"
"PR","UNIFLOR"
"MG","ANDRELANDIA"
"PI","SANTA ROSA DO PIAUI"
"MT","BARRA DO BUGRES"
"RJ","SAO GONCALO"
"PI","BELEM DO PIAUI"
"PR","LARANJEIRAS DO SUL"
"RN","CAICARA DO NORTE"
"PR","MAMBORE"
"SC","SAO CRISTOVAO DO SUL"
"SP","ESTIVA GERBI"
"MA","SAO PEDRO DOS CRENTES"
"BA","SANTA CRUZ CABRALIA"
"MG","DOM VICOSO"
"BA","PRADO"
"PI","JAICOS"
"RS","SAO JOAO DO POLESINE"
"PB","CUITEGI"
"SP","BARRETOS"
"RS","ALECRIM"
"PE","SANTA TEREZINHA"
"BA","VARZEA NOVA"
"GO","VILA BOA"
"PI","PIMENTEIRAS"
"MG","PARAGUACU"
"BA","TANHACU"
"SP","MATAO"
"GO","NOVA ROMA"
"PB","ITATUBA"
"PR","ITAIPULANDIA"
"RO","CHUPINGUAIA"
"PI","SAO JOAO DA CANABRAVA"
"SP","AGUAS DE LINDOIA"
"MG","SANTA RITA DO ITUETO"
"SP","BOCAINA"
"MG","MORADA NOVA DE MINAS"
"RS","TENENTE PORTELA"
"PA","RIO MARIA"
"BA","CAMACAN"
"MA","TIMBIRAS"
"MA","FEIRA NOVA DO MARANHAO"
"PB","TAPEROA"
"PE","TUPANATINGA"
"MT","NOVO SANTO ANTONIO"
"PR","PALMAS"
"SE","NOSSA SENHORA APARECIDA"
"RN","FRUTUOSO GOMES"
"RS","CERRITO"
"SC","PALMITOS"
"RN","ENCANTO"
"CE","URUOCA"
"PR","COLORADO"
"SC","BARRA BONITA"
"MG","VARGEM ALEGRE"
"MG","ITACAMBIRA"
"RS","GARRUCHOS"
"BA","PLANALTO"
"MA","IMPERATRIZ"
"TO","CARMOLANDIA"
"SP","IPUA"
"SC","BALNEARIO CAMBORIU"
"MT","SAO JOSE DO XINGU"
"SE","POCO REDONDO"
"AL","FEIRA GRANDE"
"PE","SERTANIA"
"CE","GUARAMIRANGA"
"GO","PEROLANDIA"
"TO","COMBINADO"
"MG","MOEMA"
"PB","BELEM DO BREJO DO CRUZ"
"RS","PORTO MAUA"
"SC","SANTA TEREZINHA DO PROGRESSO"
"MG","CRISOLITA"
"MA","PRESIDENTE VARGAS"
"PR","ROLANDIA"
"CE","CHORO"
"RS","SANTO ANGELO"
"MG","SAO JOAO DA MATA"
"CE","PENTECOSTE"
"SC","ZORTEA"
"RJ","RIO CLARO"
"CE","FRECHEIRINHA"
"PI","PARNAIBA"
"RS","INDEPENDENCIA"
"MA","PERI MIRIM"
"PR","MEDIANEIRA"
"SC","TRES BARRAS"
"ES","IBIRACU"
"RS","RIOZINHO"
"SE","BARRA DOS COQUEIROS"
"SP","SAO PEDRO DO TURVO"
"PE","SERRA TALHADA"
"BA","LENCOIS"
"SC","NOVA ITABERABA"
"SC","CUNHATAI"
"SP","SANTA ERNESTINA"
"PR","IBIPORA"
"SE","CRISTINAPOLIS"
"RS","SAO JOSE DO OURO"
"SP","ALVINLANDIA"
"PR","IPORA"
"SP","OUROESTE"
"MA","TIMON"
"BA","IBICUI"
"SP","VARGEM GRANDE PAULISTA"
"BA","JEREMOABO"
"RN","NATAL"
"MG","BELA VISTA DE MINAS"
"RS","SOLEDADE"
"MG","IBIA"
"BA","REMANSO"
"PI","BAIXA GRANDE DO RIBEIRO"
"BA","SANTO ESTEVAO"
"SP","JUQUIA"
"RN","CERRO CORA"
"RS","COLINAS"
"MA","CODO"
"MA","SANTA LUZIA DO PARUA"
"SC","SAO JOAO BATISTA"
"BA","MEDEIROS NETO"
"AM","NOVO AIRAO"
"PB","SAO JOSE DOS RAMOS"
"MG","LAGOA GRANDE"
"GO","NOVA AURORA"
"RS","SAO PEDRO DAS MISSOES"
"MT","NOVA CANAA DO NORTE"
"PB","POMBAL"
"SP","JUNQUEIROPOLIS"
"PE","TAQUARITINGA DO NORTE"
"PB","CALDAS BRANDAO"
"BA","MUNDO NOVO"
"MG","PIRACEMA"
"RN","JUCURUTU"
"MA","BOM JESUS DAS SELVAS"
"CE","TAUA"
"PI","NOSSA SENHORA DE NAZARE"
"RS","QUATRO IRMAOS"
"MG","MARMELOPOLIS"
"MA","BELA VISTA DO MARANHAO"
"ES","JERONIMO MONTEIRO"
"MG","CAMBUQUIRA"
"SE","INDIAROBA"
"PB","IGARACY"
"SP","TURMALINA"
"BA","PIRIPA"
"PA","IGARAPE-ACU"
"SP","ARAPEI"
"SP","TARABAI"
"SC","PINHALZINHO"
"SC","BANDEIRANTE"
"RS","XANGRI-LA"
"PE","MANARI"
"PE","ITAPETIM"
"MG","ITANHOMI"
"MG","HELIODORA"
"SP","SANTO ANTONIO DO JARDIM"
"SP","IBIRAREMA"
"MG","CENTRALINA"
"GO","TROMBAS"
"BA","SANTA LUZIA"
"TO","PEIXE"
"CE","MILHA"
"MG","VICOSA"
"GO","NIQUELANDIA"
"RS","BOM RETIRO DO SUL"
"AM","UARINI"
"SP","MONTE APRAZIVEL"
"CE","SABOEIRO"
"RS","VICENTE DUTRA"
"CE","TURURU"
"RO","MACHADINHO D'OESTE"
"PA","PRAINHA"
"TO","COUTO DE MAGALHAES"
"MG","PAVAO"
"MA","OLHO D'AGUA DAS CUNHAS"
"RN","PORTO DO MANGUE"
"MG","DURANDE"
"MS","PONTA PORA"
"BA","MADRE DE DEUS"
"MG","QUELUZITO"
"RS","PALMEIRA DAS MISSOES"
"SP","MONTEIRO LOBATO"
"SP","PINDAMONHANGABA"
"TO","AGUIARNOPOLIS"
"GO","ITAPACI"
"SP","POTIM"
"SC","MAFRA"
"MG","SAO GERALDO DO BAIXIO"
"SC","SAO JOAO DO SUL"
"GO","ARUANA"
"PI","MANOEL EMIDIO"
"RN","PASSA E FICA"
"MG","MAR DE ESPANHA"
"TO","ARAGUAINA"
"BA","ITANHEM"
"ES","VILA VELHA"
"AM","LABREA"
"GO","CAMPINORTE"
"MG","PEDRA DO ANTA"
"PR","MUNHOZ DE MELO"
"SC","RIO RUFINO"
"MT","ALTO GARCAS"
"BA","CABACEIRAS DO PARAGUACU"
"AL","LIMOEIRO DE ANADIA"
"PE","PAUDALHO"
"MG","JAIBA"
"PB","ARACAGI"
"RN","JOAO CAMARA"
"PE","SALGUEIRO"
"SC","CAXAMBU DO SUL"
"CE","PARAMOTI"
"PR","NOVA SANTA BARBARA"
"RO","ALTO ALEGRE DOS PARECIS"
"MT","NORTELANDIA"
"PR","RONDON"
"RJ","SAO SEBASTIAO DO ALTO"
"MG","FRONTEIRA"
"GO","PIRENOPOLIS"
"ES","BOM JESUS DO NORTE"
"GO","SAO SIMAO"
"MG","LAGAMAR"
"PA","OUREM"
"RN","BAIA FORMOSA"
"MG","CAREACU"
"MG","TOLEDO"
"MG","JAMPRUCA"
"SP","MAIRIPORA"
"PR","IRATI"
"MG","SAO FRANCISCO"
"MA","CAJAPIO"
"SE","MOITA BONITA"
"MA","BELAGUA"
"RJ","SAO PEDRO DA ALDEIA"
"MT","SANTA TEREZINHA"
"RS","SENADOR SALGADO FILHO"
"SP","ROSANA"
"SC","CONCORDIA"
"MG","TIMOTEO"
"RS","SAO MARCOS"
"PE","CANHOTINHO"
"AL","JUNQUEIRO"
"SP","GUARANI D'OESTE"
"RO","ALVORADA D'OESTE"
"ES","VILA VALERIO"
"MG","FUNILANDIA"
"TO","COLMEIA"
"PB","ALAGOA NOVA"
"MG","RECREIO"
"PE","CABO DE SANTO AGOSTINHO"
"SP","GUAIRA"
"PI","CAXINGO"
"PB","CAJAZEIRINHAS"
"SP","SANTA ISABEL"
"MG","CRUZILIA"
"PE","CARNAUBEIRA DA PENHA"
"PI","PORTO ALEGRE DO PIAUI"
"BA","SAUDE"
"PA","SALINOPOLIS"
"BA","COARACI"
"SC","INDAIAL"
"AM","NOVO ARIPUANA"
"BA","NOVA IBIA"
"TO","PORTO ALEGRE DO TOCANTINS"
"SP","ALTINOPOLIS"
"MA","PAULINO NEVES"
"SP","MONTE CASTELO"
"CE","OROS"
"RS","CHAPADA"
"ES","AFONSO CLAUDIO"
"PB","CACHOEIRA DOS INDIOS"
"MS","LADARIO"
"MA","SATUBINHA"
"CE","VARJOTA"
"MG","CEDRO DO ABAETE"
"GO","MARA ROSA"
"RS","VALE VERDE"
"AL","JACARE DOS HOMENS"
"PA","MONTE ALEGRE"
"BA","TANQUINHO"
"MG","CAPITOLIO"
"SP","TAQUARITINGA"
"MG","DIVINO"
"SP","CERQUILHO"
"RR","CAROEBE"
"MG","SAO GERALDO"
"SC","LAURO MULLER"
"RN","SERRINHA DOS PINTOS"
"RJ","SAO JOAO DA BARRA"
"PR","CAFELANDIA"
"BA","ANGUERA"
"MS","MIRANDA"
"SP","RIBEIRAO CORRENTE"
"RS","TAQUARI"
"SC","BOM JESUS"
"SP","SALES OLIVEIRA"
"MG","SANTA VITORIA"
"ES","BAIXO GUANDU"
"MA","SAO BERNARDO"
"RO","VALE DO ANARI"
"SP","CASA BRANCA"
"CE","IPU"
"SP","CAJATI"
"GO","MONTES CLAROS DE GOIAS"
"PR","SAO PEDRO DO IVAI"
"GO","ITUMBIARA"
"MG","MIRABELA"
"BA","NOVA ITARANA"
"AL","MAJOR ISIDORO"
"CE","FORTIM"
"MG","CATAS ALTAS DA NORUEGA"
"SC","MONDAI"
"CE","MISSAO VELHA"
"RN","POCO BRANCO"
"RS","VIAMAO"
"PB","CACIMBA DE AREIA"
"MG","FAMA"
"BA","LAFAIETE COUTINHO"
"AL","MATRIZ DE CAMARAGIBE"
"PE","GARANHUNS"
"TO","CENTENARIO"
"MG","ALAGOA"
"MG","ARACITABA"
"MG","DIVINESIA"
"RS","CRISSIUMAL"
"GO","ITAUCU"
"MG","DOM SILVERIO"
"TO","CAMPOS LINDOS"
"PE","BETANIA"
"PR","JOAQUIM TAVORA"
"ES","PIUMA"
"SP","ASPASIA"
"MT","ALTO TAQUARI"
"PB","FAGUNDES"
"RS","ENCRUZILHADA DO SUL"
"RS","SANTO ANTONIO DO PLANALTO"
"PR","UBIRATA"
"MG","GRAO MOGOL"
"PI","ALEGRETE DO PIAUI"
"MA","ESPERANTINOPOLIS"
"SC","XANXERE"
"TO","PONTE ALTA DO BOM JESUS"
"CE","NOVO ORIENTE"
"MA","JENIPAPO DOS VIEIRAS"
"SP","MIRASSOL"
"RS","LAGOA VERMELHA"
"ES","MARATAIZES"
"MG","PIRANGUCU"
"BA","JUSSARA"
"PR","QUERENCIA DO NORTE"
"RS","MORRINHOS DO SUL"
"RS","CHARRUA"
"PA","CHAVES"
"RS","CERRO GRANDE DO SUL"
"PA","SAO DOMINGOS DO CAPIM"
"SP","VARZEA PAULISTA"
"CE","CATARINA"
"PB","BORBOREMA"
"SP","GLICERIO"
"MG","BERILO"
"MS","CAMPO GRANDE"
"PE","SERRITA"
"MG","MACHACALIS"
"MG","GLAUCILANDIA"
"AM","BOA VISTA DO RAMOS"
"MG","ITACARAMBI"
"RS","SAO SEPE"
"SP","OSASCO"
"MG","BOTELHOS"
"RS","CARAA"
"AL","BRANQUINHA"
"SC","MORRO DA FUMACA"
"MG","NOVORIZONTE"
"SC","SERRA ALTA"
"CE","MASSAPE"
"RS","POCO DAS ANTAS"
"MG","IGUATAMA"
"MG","GUARARA"
"SP","POPULINA"
"PB","LAGOA DE DENTRO"
"PI","ANGICAL DO PIAUI"
"MG","PEDRA BONITA"
"BA","ITAPARICA"
"RS","SAO JOSE DO HERVAL"
"SP","TEJUPA"
"BA","ANGICAL"
"PI","BONFIM DO PIAUI"
"SP","RUBIACEA"
"SC","MARACAJA"
"BA","WAGNER"
"BA","DARIO MEIRA"
"RS","TAQUARA"
"BA","NOVO HORIZONTE"
"BA","BREJOLANDIA"
"RS","GRAVATAI"
"PB","PASSAGEM"
"RS","COTIPORA"
"PI","COLONIA DO PIAUI"
"SC","CORDILHEIRA ALTA"
"PB","SAO JOAO DO RIO DO PEIXE"
"RS","VILA FLORES"
"RS","ARATIBA"
"RS","FORQUETINHA"
"MG","CAMPO BELO"
"PB","CATINGUEIRA"
"MG","SANTANA DE PIRAPAMA"
"MG","IGARAPE"
"RS","DONA FRANCISCA"
"MG","MUZAMBINHO"
"AL","IGACI"
"GO","MUTUNOPOLIS"
"PE","GLORIA DO GOITA"
"RS","GRAMADO XAVIER"
"SP","VOTORANTIM"
"PE","CEDRO"
"MA","CAJARI"
"SP","SANTA MARIA DA SERRA"
"MG","SAO JOAO DA PONTE"
"PR","TELEMACO BORBA"
"MG","CATUTI"
"BA","QUIJINGUE"
"BA","ADUSTINA"
"RS","PONTE PRETA"
"RN","LAJES"
"PR","GUARACI"
"MG","PONTO CHIQUE"
"MS","CASSILANDIA"
"TO","SANTA TEREZINHA DO TOCANTINS"
"AC","CRUZEIRO DO SUL"
"PR","RIO BOM"
"MS","TRES LAGOAS"
"MG","ITABIRITO"
"GO","CORUMBA DE GOIAS"
"RS","ARROIO DOS RATOS"
"RS","MACAMBARA"
"CE","GUARACIABA DO NORTE"
"MG","NOVO ORIENTE DE MINAS"
"AL","BARRA DE SAO MIGUEL"
"SP","JUQUITIBA"
"MA","MONCAO"
"BA","PINDAI"
"ES","BREJETUBA"
"AC","PORTO ACRE"
"SP","ALTAIR"
"MA","ALTO ALEGRE DO PINDARE"
"MG","VEREDINHA"
"RJ","BARRA MANSA"
"MT","PARANATINGA"
"CE","MIRAIMA"
"BA","CAMACARI"
"BA","ESPLANADA"
"SP","JULIO MESQUITA"
"SP","ITAPETININGA"
"PB","ITABAIANA"
"SC","DESCANSO"
"PE","ANGELIM"
"MG","AGUAS VERMELHAS"
"PI","AGRICOLANDIA"
"GO","RUBIATABA"
"SC","NAVEGANTES"
"SC","RIO DOS CEDROS"
"SP","NAZARE PAULISTA"
"RN","SERRA DE SAO BENTO"
"MT","COLNIZA"
"MG","FREI GASPAR"
"BA","AIQUARA"
"SE","ITABI"
"RS","GENTIL"
"RN","SANTANA DO MATOS"
"SP","GUZOLANDIA"
"MG","BELO ORIENTE"
"SC","OURO VERDE"
"PR","SABAUDIA"
"SP","AREIOPOLIS"
"CE","ACARAPE"
"RS","IBIRAPUITA"
"BA","CORDEIROS"
"RS","CACHOEIRINHA"
"CE","UMARI"
"PR","ANAHY"
"MG","PATROCINIO DO MURIAE"
"TO","MIRACEMA DO TOCANTINS"
"RS","PICADA CAFE"
"SP","PEDREGULHO"
"PE","BREJINHO"
"MG","CAJURI"
"PR","CAFEZAL DO SUL"
"PR","ARAUCARIA"
"BA","MANSIDAO"
"GO","CARMO DO RIO VERDE"
"PR","ASTORGA"
"MG","BERTOPOLIS"
"MG","CRUCILANDIA"
"PB","MOGEIRO"
"CE","HIDROLANDIA"
"BA","SOBRADINHO"
"SC","AGUAS DE CHAPECO"
"MG","INCONFIDENTES"
"SP","PRADOPOLIS"
"AC","MARECHAL THAUMATURGO"
"SP","SAO SEBASTIAO"
"RS","PORTO ALEGRE"
"RO","NOVA UNIAO"
"AL","JOAQUIM GOMES"
"BA","GLORIA"
"PR","IGUARACU"
"MG","POUSO ALTO"
"MA","ALTO PARNAIBA"
"BA","IBICOARA"
"RS","AUREA"
"RN","RIO DO FOGO"
"PI","BERTOLINIA"
"MT","VILA RICA"
"PI","BARREIRAS DO PIAUI"
"AL","ANADIA"
"GO","MIMOSO DE GOIAS"
"PI","REGENERACAO"
"MG","SANTA MARIA DO SUACUI"
"SC","ITAPIRANGA"
"SC","JOINVILLE"
"PE","CHA GRANDE"
"GO","AMORINOPOLIS"
"PR","JAGUARIAIVA"
"SC","SAO JOAO DO ITAPERIU"
"SP","PALMEIRA D'OESTE"
"SP","EUCLIDES DA CUNHA PAULISTA"
"MS","ANAURILANDIA"
"MG","SENADOR MODESTINO GONCALVES"
"GO","MAURILANDIA"
"SC","CORONEL FREITAS"
"RN","OURO BRANCO"
"SP","ITAPURA"
"MG","PAINS"
"RS","VISTA GAUCHA"
"RS","MORRO REUTER"
"PR","FLORAI"
"MG","CARMO DA CACHOEIRA"
"PB","SERRARIA"
"SP","SEVERINIA"
"MG","SANTANA DO MANHUACU"
"MS","PORTO MURTINHO"
"PE","VENTUROSA"
"MG","ARANTINA"
"PR","CURITIBA"
"RS","CRUZ ALTA"
"PR","GUAIRACA"
"RS","QUARAI"
"SP","OLEO"
"MA","PIO XII"
"SP","COROADOS"
"RS","MAXIMILIANO DE ALMEIDA"
"SC","SANTO AMARO DA IMPERATRIZ"
"MG","BONFINOPOLIS DE MINAS"
"RN","MOSSORO"
"CE","LAVRAS DA MANGABEIRA"
"SE","ROSARIO DO CATETE"
"MG","CONCEICAO DOS OUROS"
"RS","BALNEARIO PINHAL"
"PB","CONDADO"
"RS","HERVEIRAS"
"SP","BOITUVA"
"MA","PRESIDENTE JUSCELINO"
"PE","TEREZINHA"
"RS","SERAFINA CORREA"
"BA","SANTANOPOLIS"
"MT","ROSARIO OESTE"
"SP","CESARIO LANGE"
"PR","NOVA AURORA"
"GO","PALESTINA DE GOIAS"
"PI","MILTON BRANDAO"
"CE","ACOPIARA"
"PB","IMACULADA"
"RN","CANGUARETAMA"
"SC","JOACABA"
"RS","NOVA ALVORADA"
"PB","MATUREIA"
"MS","ANASTACIO"
"RS","SANTO ANTONIO DO PALMA"
"AM","TONANTINS"
"PI","ELISEU MARTINS"
"MA","MARAJA DO SENA"
"PR","ITAPERUCU"
"RS","BOSSOROCA"
"RS","BARAO DO TRIUNFO"
"MG","CARANDAI"
"SP","PIRACICABA"
"MG","DELFIM MOREIRA"
"MG","SAO JOAO DO MANHUACU"
"PI","ISAIAS COELHO"
"CE","SENADOR POMPEU"
"MG","DOURADOQUARA"
"PI","JACOBINA DO PIAUI"
"MG","NEPOMUCENO"
"MT","PARANAITA"
"SP","POLONI"
"RS","VERANOPOLIS"
"PB","NATUBA"
"TO","ANANAS"
"RS","NAO-ME-TOQUE"
"AL","POCO DAS TRINCHEIRAS"
"SC","VARGEAO"
"RN","SAO BENTO DO NORTE"
"PB","INGA"
"SC","PASSO DE TORRES"
"SP","JOSE BONIFACIO"
"RJ","ANGRA DOS REIS"
"RS","SAO LUIZ GONZAGA"
"PB","CURRAL DE CIMA"
"RS","PORTO XAVIER"
"MG","PALMA"
"MT","AGUA BOA"
"MG","PIUMHI"
"RS","PASSO FUNDO"
"MA","MATOES"
"SC","RIO DO SUL"
"PI","ALTOS"
"SP","ITARARE"
"MG","VARGEM GRANDE DO RIO PARDO"
"SP","SANTOPOLIS DO AGUAPEI"
"MG","CAMPINA VERDE"
"GO","DOVERLANDIA"
"AL","PILAR"
"SP","PEDRA BELA"
"MA","JUNCO DO MARANHAO"
"MG","PARAOPEBA"
"AL","CHA PRETA"
"SP","BARBOSA"
"RO","RIO CRESPO"
"SP","TURIUBA"
"MG","PIRAPETINGA"
"RS","NOVA CANDELARIA"
"PE","SAO CAITANO"
"PR","RESERVA"
"BA","FEIRA DE SANTANA"
"SP","CAPELA DO ALTO"
"MG","MURIAE"
"BA","BOM JESUS DA SERRA"
"RS","DERRUBADAS"
"RS","NICOLAU VERGUEIRO"
"TO","NOVA ROSALANDIA"
"BA","CACHOEIRA"
"SC","IMARUI"
"RS","MONTAURI"
"MT","IPIRANGA DO NORTE"
"MG","CARATINGA"
"RS","ITAPUCA"
"PI","FLORES DO PIAUI"
"SP","CLEMENTINA"
"MS","SELVIRIA"
"BA","CAMPO FORMOSO"
"PI","CARIDADE DO PIAUI"
"SP","ARARAS"
"BA","NORDESTINA"
"RS","MATO QUEIMADO"
"PA","ACARA"
"SC","XAXIM"
"RN","PARANA"
"PB","MASSARANDUBA"
"RS","PORTAO"
"SP","SOCORRO"
"GO","SANTA BARBARA DE GOIAS"
"SP","VARGEM GRANDE DO SUL"
"MG","PRATA"
"MG","ALEM PARAIBA"
"BA","ITAJUIPE"
"SP","ITIRAPINA"
"SE","ARACAJU"
"RN","ANGICOS"
"RS","CHUI"
"PA","PAU D'ARCO"
"RS","BOA VISTA DO SUL"
"RN","SERRINHA"
"BA","TEOLANDIA"
"MG","SAO BENTO ABADE"
"MG","ERVALIA"
"MA","SAO BENEDITO DO RIO PRETO"
"MS","ROCHEDO"
"MG","JABOTICATUBAS"
"PI","BOQUEIRAO DO PIAUI"
"PR","SAO JORGE DO IVAI"
"BA","JACARACI"
"SC","URUSSANGA"
"PA","PORTO DE MOZ"
"MA","DAVINOPOLIS"
"SP","BALBINOS"
"BA","UMBURANAS"
"SE","SANTANA DO SAO FRANCISCO"
"PI","MORRO DO CHAPEU DO PIAUI"
"PR","SAO JOSE DAS PALMEIRAS"
"RN","PEDRA GRANDE"
"MT","JAURU"
"MT","VALE DE SAO DOMINGOS"
"MG","ITUTINGA"
"TO","DUERE"
"PR","JAGUAPITA"
"RS","SAO PEDRO DO BUTIA"
"AL","JARAMATAIA"
"BA","SEABRA"
"PI","SIMPLICIO MENDES"
"RS","BOM PROGRESSO"
"PB","MULUNGU"
"SE","PACATUBA"
"TO","ABREULANDIA"
"RO","SAO FRANCISCO DO GUAPORE"
"AM","AUTAZES"
"MG","SANTANA DE CATAGUASES"
"BA","MIGUEL CALMON"
"PE","CUPIRA"
"PR","NOVO ITACOLOMI"
"TO","BERNARDO SAYAO"
"TO","CHAPADA DA NATIVIDADE"
"PI","JUAZEIRO DO PIAUI"
"RN","SAO PEDRO"
"SE","POCO VERDE"
"SP","FLORINEA"
"MA","SENADOR ALEXANDRE COSTA"
"MG","BOM JARDIM DE MINAS"
"SP","ALAMBARI"
"AL","CAPELA"
"SC","ANTONIO CARLOS"
"SC","SANTA ROSA DO SUL"
"SP","CHAVANTES"
"MG","VARZEA DA PALMA"
"MG","POCO FUNDO"
"SP","NIPOA"
"MA","SENADOR LA ROCQUE"
"PR","MARECHAL CANDIDO RONDON"
"MG","RIO CASCA"
"PI","CALDEIRAO GRANDE DO PIAUI"
"MG","VERDELANDIA"
"SC","RANCHO QUEIMADO"
"PR","LONDRINA"
"BA","CORIBE"
"SP","LINS"
"MA","AMARANTE DO MARANHAO"
"GO","RIO VERDE"
"PE","BREJAO"
"AM","RIO PRETO DA EVA"
"SC","GUARUJA DO SUL"
"RS","BENJAMIN CONSTANT DO SUL"
"RR","CARACARAI"
"PE","ESCADA"
"RO","MINISTRO ANDREAZZA"
"CE","BARREIRA"
"SP","PARISI"
"MG","JACINTO"
"RJ","MIGUEL PEREIRA"
"PB","CABACEIRAS"
"SP","PARDINHO"
"MG","CAPARAO"
